Clase,Clave,Tema,Subdivición.,,,,
6490,Q,Fisiología,Respiración. Calor animal -  Fisiología de los pulmones (incluyendo Bronquiolos). -Acción de los agentes físicos y químicos  ,,,,
6500,Q,Fisiología,Respiración. Calor animal -  Fisiología de otras formas de Respiración. (Véase también (N) Zoología.) - Generalidades,,,,
6510,Q,Fisiología,Respiración. Calor animal -  Fisiología de otras formas de Respiración. (Véase también (N) Zoología.) - Respiración Branquial,,,,
6520,Q,Fisiología,Respiración. Calor animal -  Fisiología de otras formas de Respiración. (Véase también (N) Zoología.) - Respiración Traquial,,,,
6590,Q,Fisiología,Respiración. Calor animal -  Fisiología de otras formas de Respiración. (Véase también (N) Zoología.) - Otros modos de respiración,,,,
6600,Q,Fisiología,Respiración. Calor animal -  Fisiología de los órganos relacionados con Mecanismo Respiratorio - Generalidades,,,,
6610,Q,Fisiología,Respiración. Calor animal -  Fisiología de los órganos relacionados con Mecanismo Respiratorio - Sacos aéreos de las aves.,,,,
6620,Q,Fisiología,Respiración. Calor animal -  Fisiología de los órganos relacionados con Mecanismo Respiratorio - Vejiga natatoria de los peces.,,,,
6690,Q,Fisiología,Respiración. Calor animal -  Fisiología de los órganos relacionados con Mecanismo Respiratorio - Otros órganos,,,,
6900,Q,Fisiología,Respiración. Calor animal -  Calor animal - Generalidades,,,,
6910,Q,Fisiología,Respiración. Calor animal -  Calor animal - Valores térmicos físicos y fisiológicos de los artículos de la dieta,,,,
6920,Q,Fisiología,Respiración. Calor animal -  Calor animal - Producción de calor,,,,
6930,Q,Fisiología,Respiración. Calor animal -  Calor animal - Pérdida de calor.,,,,
6940,Q,Fisiología,Respiración. Calor animal -  Calor animal - Regulación de la temperatura.,,,,
6945,Q,Fisiología,Respiración. Calor animal -  Calor animal - Variaciones diurnas.,,,,
6950,Q,Fisiología,Respiración. Calor animal -  Calor animal - Hibernación.,,,,
6965,Q,Fisiología,Respiración. Calor animal -  Calor animal - Diferencias entre los animales homotermos.,,,,
6970,Q,Fisiología,Respiración. Calor animal -  Calor animal - Diferencias entre los animales de sangre caliente y los de sangre fría.,,,,
6980,Q,Fisiología,Respiración. Calor animal -  Calor animal - Alteraciones del mecanismo de regulación del calor,,,,
6981,Q,Fisiología,Respiración. Calor animal -  Calor animal - Fiebre,,,,
6990,Q,Fisiología,Respiración. Calor animal -  Calor animal - Acción de los agentes físicos y químicos,,,,
7000,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Generalidades",,,,
7005,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Secreción glandular en general",,,,
7010,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Resultados de la extirpación de partes del canal. Colotomía, etc.",,,,
7020,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Reacción del contenido.",,,,
7030,Q,Fisiología,"La digestión, la absorcion, el metabolismo - La digestión natural comparada con la artificial. ",,,,
7040,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Excreción en el canal.",,,,
7050,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Microorganismos y parásitos en el canal.",,,,
7055,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Heces",,,,
7060,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Peritoneo. (Ver también 3140). ",,,,
7070,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Estructura y funciones de los
Órganos Digestivos en los Invertebrados. ",,,,
7080,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Condiciones Patológicas.",,,,
7090,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Acción de los agentes físicos y químicos.",,,,
7100,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Boca y dientes, faringe y 
Esófago - Generalidades",,,,
7110,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Boca y dientes, faringe y 
Esófago - Estructura y desarrollo. (Ver también 3000, 3020.)",,,,
7120,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Boca y dientes, faringe y 
Esófago - Propiedades físicas y químicas.",,,,
7145,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Boca y dientes, faringe y 
Esófago - Circulación",,,,
7160,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Boca y dientes, faringe y 
Esófago - Mecanismos neuro-musculares.",,,,
7161,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Boca y dientes, faringe y 
Esófago - Masticación",,,,
7162,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Boca y dientes, faringe y 
Esófago - Deglución",,,,
7180,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Boca y dientes, faringe y 
Esófago - Condiciones patológicas",,,,
7190,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Boca y dientes, faringe y 
Esófago - Acción de los agentes físicos y químicos.",,,,
7200,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas salivales - Generalidades",,,,
7210,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas salivales - Estructura y desarrollo. (Ver también O 2980). ",,,,
7225,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas salivales - Química",,,,
7230,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas salivales - Saliva. Composición. Acción",,,,
7240,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas salivales -  Fisiología de la secreción de Saliva.",,,,
7245,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas salivales - Circulación en las glándulas salivales.",,,,
7260,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas salivales -Inervación",,,,
7280,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas salivales - Condiciones patológicas. ",,,,
7290,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas salivales - Acción de agentes físicos y químicos",,,,
7300,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Generalidades",,,,
7310,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago -  Estructura y desarrollo. (Ver también O 3040.)",,,,
7325,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Composición química.",,,,
7330,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Jugo gástrico. Composición.Acción.",,,,
7340,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Fisiología de la secreción del Jugo Gástrico. ",,,,
7345,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Circulación",,,,
7350,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Cambios químicos y físicos de los alimentos en el estómago",,,,
7360,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Inervación y mecanismos neuro-musculares",,,,
7365,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Vómito",,,,
7366,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Rumiación",,,,
7380,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Condiciones Patológicas.",,,,
7390,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El estómago - Acción de agentes físicos y químicos",,,,
7400,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El intestino delgado y el intestino grueso - Generalidades",,,,
7410,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El intestino delgado y el intestino grueso - Estructura y desarrollo. (Ver también 3060).",,,,
7425,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El intestino delgado y el intestino grueso - Química",,,,
7430,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El intestino delgado y el intestino grueso - Secreciones. Composición. Acción.",,,,
7445,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El intestino delgado y el intestino grueso - Circulación",,,,
7450,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El intestino delgado y el intestino grueso - Cambios físicos y químicos de los alimentos en el intestino",,,,
7460,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El intestino delgado y el intestino grueso - Inervación y mecanismos neuro-musculares",,,,
7461,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El intestino delgado y el intestino grueso - Defecación",,,,
7480,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El intestino delgado y el intestino grueso - Condiciones Patológicas.",,,,
7490,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El intestino delgado y el intestino grueso - Acción de los agentes físicos y químicos",,,,
7500,Q,Fisiología,"La digestión, la absorcion, el metabolismo -  EL Páncreas - Generalidades",,,,
7510,Q,Fisiología,"La digestión, la absorcion, el metabolismo -  EL Páncreas - Estructura y desarrollo. (Ver también O 3100.)",,,,
7525,Q,Fisiología,"La digestión, la absorcion, el metabolismo -  EL Páncreas - Química",,,,
7530,Q,Fisiología,"La digestión, la absorcion, el metabolismo -  EL Páncreas - Jugo pancreático. Composición.Acción",,,,
7540,Q,Fisiología,"La digestión, la absorcion, el metabolismo -  EL Páncreas - Fisiología de la secreción del jugo pancreático.",,,,
7543,Q,Fisiología,"La digestión, la absorcion, el metabolismo -  EL Páncreas - Extirpación del páncreas. ",,,,
7545,Q,Fisiología,"La digestión, la absorcion, el metabolismo -  EL Páncreas - Circulación en el Páncreas",,,,
7560,Q,Fisiología,"La digestión, la absorcion, el metabolismo -  EL Páncreas - Inervación y mecanismos neuro-musculares",,,,
7580,Q,Fisiología,"La digestión, la absorcion, el metabolismo -  EL Páncreas - Condiciones patológicas",,,,
7590,Q,Fisiología,"La digestión, la absorcion, el metabolismo -  EL Páncreas - Acción de agentes físicos y químicos",,,,
7600,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Generalidades",,,,
7610,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Estructura y desarrollo. (Ver también 3080.)",,,,
7625,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Composición química. ",,,,
7630,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Bilis. Composición. Acción. (Ver también 1310.) ",,,,
7631,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Vejiga y conductos biliares.",,,,
7633,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Fisiología de la secreción de la bilis.",,,,
7640,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Funciones metabólicas del hígado.",,,,
7641,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Formación de urea y ácido úrico.",,,,
7642,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Función glucogénica. ",,,,
7643,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Acción sobre la Hemoglobina. ",,,,
7645,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado -  Circulación en el Hígado",,,,
7650,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Enzimas del Hígado. ",,,,
7660,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Funciones Antitóxicas. ",,,,
7680,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Inervación",,,,
7685,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Condiciones patológicas. ",,,,
7690,Q,Fisiología,"La digestión, la absorcion, el metabolismo - El hígado - Acción de los agentes físicos y químicos",,,,
7700,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción -Generalidiades ",,,,
7710,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Mecanismo de Absorción ",,,,
7720,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorción de Substancias Individuales",,,,
7721,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorcion de Proteínas",,,,
7722,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorción de Carbohidratos",,,,
7723,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorción de Grasas",,,,
7724,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorción de otras sustancias.",,,,
7730,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorción en la boca.",,,,
7740,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorción en el estómago.",,,,
7750,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorción en el intestino delgado. ",,,,
7760,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorción en el intestino grueso. ",,,,
7770,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorción en los invertebrados. ",,,,
7780,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Absorción en la enfermedad",,,,
7790,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Absorción - Acción de los agentes físicos y químicos.",,,,
7800,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Generalidades",,,,
7805,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Las secreciones internas en general.",,,,
7810,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - El Bazo",,,,
7811,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Estructura y desarrollo. {Ver también 2820.)",,,,
7812,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Química",,,,
7813,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Funciones",,,,
7814,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Circulación",,,,
7816,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Mecanismo neuro-muscular.",,,,
7818,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Condiciones patológicas. ",,,,
7819,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Acción de los agentes físicos y químicos",,,,
7820,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Tiroides y paratiroides",,,,
7821,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Tiroides y paratiroides - Estructura y desarrollo. (Ver también 2860)",,,,
7822,Q,Fisiología,"La digestión, la absorcion, el metabolismo - Las glándulas sin conducto - Tiroides y paratiroides - Química.",,,,
